Order_ID,Order_Date,UF,Region,Category,Subcategory,Quantity,Subtotal,Discount,P_Service,Total,Payment_Method,Purchase_Status,Services,D_Forecast,D_Date
ORD002935,2024-03-12,PE,Nordeste,Esportes,Acessórios,1,390.19,0.05,25.89,396.57,PIX,Confirmado,Standard,2024-03-23,2024-03-22
ORD002936,2024-03-24,PR,Sul,Casa e Decoração,Iluminação,1,1314.4,0.0,38.28,1352.68,PIX,Confirmado,Same-Day,2024-03-24,2024-03-24
ORD002937,2024-03-20,RS,Sul,Eletrônicos,Smartwatches,1,4906.56,0.0,57.03,4963.59,Cartão de Crédito,Confirmado,Same-Day,2024-03-20,2024-03-20
ORD002938,2024-05-16,GO,Centro-Oeste,Esportes,Roupas Esportivas,1,486.73,0.0,11.83,498.56,Cartão de Crédito,Confirmado,Standard,2024-05-21,2024-05-21
ORD002939,2024-01-11,AM,Norte,Eletrônicos,Smartphones,1,2025.82,0.0,31.45,2057.27,Cartão de Crédito,Confirmado,Standard,2024-01-17,2024-01-15
ORD002940,2024-10-05,PR,Sul,Eletrônicos,Smartwatches,1,2009.5,0.0,49.87,2059.37,Cartão de Débito,Confirmado,Same-Day,2024-10-05,2024-10-06
ORD002941,2024-07-31,MG,Sudeste,Eletrônicos,Notebooks,1,2278.17,0.0,51.3,2329.47,PIX,Confirmado,Same-Day,2024-07-31,2024-07-31
ORD002942,2024-01-13,RS,Sul,Livros,Infantis,1,55.03,0.0,23.45,78.48,PIX,Confirmado,Standard,2024-01-18,2024-01-18
ORD002943,2024-03-16,SC,Sul,Casa e Decoração,Utensílios,1,609.58,0.1,34.45,583.07,Boleto,Confirmado,Standard,2024-03-28,2024-03-29
ORD002944,2024-07-15,GO,Centro-Oeste,Eletrônicos,Fones de Ouvido,1,912.88,0.05,54.26,921.5,Boleto,Confirmado,Scheduled,2024-07-23,2024-07-21
ORD002945,2024-03-27,RJ,Sudeste,Moda,Camisetas,1,245.27,0.1,31.89,252.63,Boleto,Confirmado,Standard,2024-04-09,2024-04-11
ORD002946,2024-05-24,SC,Sul,Eletrônicos,Smartwatches,1,3220.24,0.0,27.24,3247.48,Cartão de Crédito,Confirmado,Scheduled,2024-06-01,2024-06-05
ORD002947,2024-06-19,RJ,Sudeste,Casa e Decoração,Móveis,1,660.71,0.1,21.06,615.7,PIX,Confirmado,Standard,2024-06-24,2024-06-24
ORD002948,2024-01-23,DF,Centro-Oeste,Moda,Calças,1,465.08,0.05,43.08,484.91,Cartão de Crédito,Confirmado,Scheduled,2024-01-27,2024-01-29
ORD002949,2024-08-07,CE,Nordeste,Casa e Decoração,Têxtil,1,1919.33,0.0,73.08,1992.41,Cartão de Crédito,Confirmado,Same-Day,2024-08-07,2024-08-07
ORD002950,2024-04-02,GO,Centro-Oeste,Livros,Não-ficção,2,193.75,0.0,34.96,228.71,Boleto,Confirmado,Standard,2024-04-14,2024-04-12
ORD002951,2024-06-03,DF,Centro-Oeste,Casa e Decoração,Decoração,1,826.29,0.0,32.42,858.71,Cartão de Débito,Confirmado,Standard,2024-06-09,2024-06-07
ORD002952,2024-02-23,PR,Sul,Livros,Técnicos,2,143.67,0.0,44.66,188.33,Cartão de Crédito,Confirmado,Same-Day,2024-02-23,2024-02-23
ORD002953,2024-05-15,PA,Norte,Eletrônicos,Smartphones,1,3449.16,0.0,35.8,3484.96,Cartão de Débito,Cancelado,Standard,2024-05-24,
ORD002954,2024-03-17,PA,Norte,Moda,Vestidos,1,435.19,0.0,50.12,485.31,Boleto,Confirmado,Standard,2024-03-22,2024-03-21
ORD002955,2024-03-16,BA,Nordeste,Livros,Infantis,1,63.17,0.05,43.76,103.78,Boleto,Cancelado,Standard,2024-03-24,
ORD002956,2024-02-04,RJ,Sudeste,Esportes,Acessórios,2,833.05,0.05,36.65,828.04,PIX,Confirmado,Same-Day,2024-02-04,2024-02-04
ORD002957,2024-05-22,MG,Sudeste,Eletrônicos,Tablets,1,1330.1,0.0,41.61,1371.71,Cartão de Débito,Confirmado,Scheduled,2024-05-25,2024-05-23
ORD002958,2024-03-06,MG,Sudeste,Livros,Técnicos,2,151.95,0.0,27.71,179.66,Cartão de Crédito,Confirmado,Scheduled,2024-03-14,2024-03-15
ORD002959,2024-06-12,PE,Nordeste,Livros,Infantis,2,49.52,0.1,34.44,79.01,Boleto,Confirmado,Standard,2024-06-22,2024-06-21
ORD002960,2024-07-30,DF,Centro-Oeste,Casa e Decoração,Utensílios,1,1030.31,0.0,30.19,1060.5,Boleto,Confirmado,Standard,2024-08-07,2024-08-17
ORD002961,2024-05-05,BA,Nordeste,Livros,HQs,1,60.31,0.0,67.22,127.53,Cartão de Crédito,Confirmado,Same-Day,2024-05-05,2024-05-06
ORD002962,2024-09-11,CE,Nordeste,Esportes,Acessórios,1,741.37,0.1,50.61,717.85,PIX,Confirmado,Standard,2024-09-25,2024-09-26
ORD002963,2024-09-29,CE,Nordeste,Moda,Calçados,1,86.49,0.0,20.64,107.13,Cartão de Crédito,Confirmado,Standard,2024-10-12,2024-10-11
ORD002964,2024-02-12,DF,Centro-Oeste,Livros,HQs,1,26.92,0.0,44.99,71.91,PIX,Confirmado,Same-Day,2024-02-12,2024-02-12
ORD002965,2024-10-22,PA,Norte,Moda,Camisetas,1,270.05,0.0,18.98,289.03,Cartão de Crédito,Confirmado,Standard,2024-10-29,2024-10-29
ORD002966,2024-04-30,SC,Sul,Eletrônicos,Notebooks,1,1296.39,0.05,65.94,1297.51,Cartão de Crédito,Confirmado,Same-Day,2024-04-30,2024-05-01
ORD002967,2024-01-09,SC,Sul,Esportes,Acessórios,1,717.34,0.0,71.22,788.56,Cartão de Crédito,Confirmado,Same-Day,2024-01-09,2024-01-10
ORD002968,2024-03-09,MA,Nordeste,Eletrônicos,Smartphones,1,3793.19,0.05,38.85,3642.38,Cartão de Crédito,Confirmado,Scheduled,2024-03-18,2024-03-18
ORD002969,2024-06-27,SC,Sul,Moda,Vestidos,1,310.67,0.0,32.25,342.92,Cartão de Débito,Confirmado,Standard,2024-07-10,2024-07-09
ORD002970,2024-08-23,MG,Sudeste,Esportes,Acessórios,1,554.93,0.2,10.24,454.18,Cartão de Crédito,Confirmado,Standard,2024-09-01,2024-09-01
ORD002971,2024-05-04,RS,Sul,Moda,Camisetas,1,238.67,0.0,20.64,259.31,Cartão de Débito,Cancelado,Standard,2024-05-16,
ORD002972,2024-03-11,RJ,Sudeste,Moda,Calçados,1,496.61,0.0,58.92,555.53,Cartão de Crédito,Confirmado,Same-Day,2024-03-11,2024-03-11
ORD002973,2024-01-14,ES,Sudeste,Livros,Técnicos,1,100.16,0.05,32.39,127.54,PIX,Confirmado,Standard,2024-01-27,2024-01-26
ORD002974,2024-01-28,ES,Sudeste,Eletrônicos,Smartwatches,1,3100.55,0.1,33.52,2824.01,Boleto,Cancelado,Scheduled,2024-02-02,
ORD002975,2024-02-07,PE,Nordeste,Esportes,Equipamentos,1,452.76,0.0,48.15,500.91,Cartão de Crédito,Confirmado,Same-Day,2024-02-07,2024-02-07
ORD002976,2024-01-16,MG,Sudeste,Casa e Decoração,Utensílios,1,1737.05,0.0,28.31,1765.36,Cartão de Crédito,Confirmado,Standard,2024-01-28,2024-01-29
ORD002977,2024-02-10,RS,Sul,Eletrônicos,Smartphones,1,4649.45,0.0,15.84,4665.29,Cartão de Crédito,Confirmado,Standard,2024-02-18,2024-02-25
ORD002978,2024-10-18,AM,Norte,Livros,Não-ficção,1,109.87,0.0,41.97,151.84,Cartão de Crédito,Confirmado,Standard,2024-10-23,2024-10-21
ORD002979,2024-04-03,PE,Nordeste,Moda,Acessórios,1,181.8,0.0,26.61,208.41,Cartão de Crédito,Confirmado,Standard,2024-04-15,2024-04-16
ORD002980,2024-06-02,PE,Nordeste,Livros,Técnicos,1,121.48,0.15,23.19,126.45,Boleto,Confirmado,Standard,2024-06-13,2024-06-12
ORD002981,2024-08-15,PA,Norte,Eletrônicos,Tablets,1,1239.57,0.15,50.34,1103.97,Cartão de Crédito,Confirmado,Standard,2024-08-23,2024-08-22
ORD002982,2024-02-26,MG,Sudeste,Eletrônicos,Smartphones,1,2714.39,0.0,35.48,2749.87,Cartão de Crédito,Confirmado,Standard,2024-03-03,2024-03-04
ORD002983,2024-03-29,CE,Nordeste,Moda,Camisetas,1,405.3,0.05,26.98,412.02,Cartão de Crédito,Confirmado,Standard,2024-04-10,2024-04-11
ORD002984,2024-07-21,AM,Norte,Livros,Infantis,1,39.14,0.0,51.75,90.89,Cartão de Crédito,Confirmado,Standard,2024-07-31,2024-08-14
ORD002985,2024-10-10,ES,Sudeste,Casa e Decoração,Têxtil,3,3437.01,0.0,32.87,3469.88,Boleto,Confirmado,Standard,2024-10-21,2024-10-22
ORD002986,2024-09-13,PR,Sul,Moda,Calçados,1,182.65,0.0,39.67,222.32,Cartão de Crédito,Confirmado,Same-Day,2024-09-13,2024-09-13
ORD002987,2024-03-21,PR,Sul,Eletrônicos,Smartwatches,1,4618.62,0.05,13.8,4401.49,Cartão de Crédito,Cancelado,Standard,2024-03-30,
ORD002988,2024-07-12,MG,Sudeste,Moda,Calçados,1,228.81,0.0,41.95,270.76,Cartão de Débito,Confirmado,Scheduled,2024-07-20,2024-07-20
ORD002989,2024-01-29,RS,Sul,Livros,Não-ficção,1,147.86,0.1,37.66,170.74,Cartão de Débito,Cancelado,Standard,2024-02-10,
ORD002990,2024-10-13,DF,Centro-Oeste,Eletrônicos,Fones de Ouvido,1,4574.37,0.0,20.85,4595.22,Cartão de Crédito,Confirmado,Standard,2024-10-27,2024-10-30
ORD002991,2024-09-01,SC,Sul,Livros,Infantis,1,58.42,0.0,,115.83,PIX,Confirmado,Same-Day,2024-09-01,2024-09-01
ORD002992,2024-03-25,SP,Sudeste,Casa e Decoração,Iluminação,1,1425.45,0.0,49.48,1474.93,Cartão de Crédito,Confirmado,Same-Day,2024-03-25,2024-03-27
ORD002993,2024-04-09,PR,Sul,Eletrônicos,Smartphones,1,4213.02,0.0,16.65,4229.67,Cartão de Crédito,Confirmado,Standard,2024-04-22,2024-04-21
ORD002994,2024-02-09,SC,Sul,Esportes,Suplementos,1,720.02,0.1,30.81,678.83,Cartão de Crédito,Confirmado,Scheduled,2024-02-12,2024-02-22
ORD002995,2024-01-15,RS,Sul,Casa e Decoração,Utensílios,1,1296.7,0.0,33.35,1330.05,Cartão de Crédito,Confirmado,Standard,2024-01-20,2024-01-19
ORD002996,2024-10-04,RJ,Sudeste,Eletrônicos,Notebooks,1,3577.62,0.0,19.55,3597.17,PIX,Confirmado,Standard,2024-10-11,2024-10-15
ORD002997,2024-01-06,PA,Norte,Casa e Decoração,Utensílios,1,1794.3,0.05,43.63,1748.21,Cartão de Crédito,Confirmado,Standard,2024-01-15,2024-01-19
ORD002998,2024-10-09,RS,Sul,Eletrônicos,Notebooks,2,2582.93,0.05,22.28,2476.07,Cartão de Crédito,Confirmado,Scheduled,2024-10-18,2024-10-16
ORD002999,2024-05-17,RJ,Sudeste,Esportes,Calçados,1,366.36,0.0,46.81,413.17,Cartão de Débito,Confirmado,Same-Day,2024-05-17,2024-05-21
ORD003000,2024-01-23,DF,Centro-Oeste,Livros,Ficção,2,163.3,0.0,,178.74,PIX,Confirmado,Standard,2024-02-03,2024-02-01
ORD003001,2024-01-25,SC,Sul,Eletrônicos,Tablets,1,846.87,0.0,30.91,877.78,Boleto,Confirmado,Standard,2024-02-02,2024-02-04
ORD003002,2024-01-05,SC,Sul,Casa e Decoração,Iluminação,1,1053.46,0.0,39.11,1092.57,Boleto,Confirmado,Standard,2024-01-19,2024-01-22
ORD003003,2024-09-13,RS,Sul,Casa e Decoração,Iluminação,2,1013.53,0.1,20.56,932.74,PIX,Confirmado,Standard,2024-09-22,2024-09-24
ORD003004,2024-07-01,MG,Sudeste,Eletrônicos,Tablets,1,3442.88,0.05,27.13,3297.86,PIX,Confirmado,Scheduled,2024-07-10,2024-07-19
ORD003005,2024-07-27,MA,Nordeste,Esportes,Roupas Esportivas,1,548.87,0.05,14.12,535.54,PIX,Confirmado,Standard,2024-08-10,2024-08-10
ORD003006,2024-09-14,PA,Norte,Moda,Camisetas,1,436.06,0.0,31.71,467.77,PIX,Confirmado,Standard,2024-09-28,2024-10-02
ORD003007,2024-10-27,PA,Norte,Livros,Infantis,1,122.21,0.0,42.52,164.73,Cartão de Crédito,Confirmado,Standard,2024-11-10,2024-11-08
ORD003008,2024-10-27,AM,Norte,Eletrônicos,Tablets,1,905.42,0.0,42.77,948.19,Cartão de Crédito,Confirmado,Standard,2024-11-02,2024-11-02
ORD003009,2024-03-23,MG,Sudeste,Livros,Ficção,2,281.75,0.05,48.72,316.38,PIX,Confirmado,Scheduled,2024-03-31,2024-03-30
ORD003010,2024-02-17,ES,Sudeste,Moda,Calças,2,703.01,0.0,20.32,723.33,Cartão de Crédito,Confirmado,Standard,2024-03-01,2024-02-29
ORD003011,2024-03-13,PA,Norte,Moda,Acessórios,1,88.45,0.0,55.77,144.22,PIX,Confirmado,Scheduled,2024-03-16,2024-03-17
ORD003012,2024-09-21,ES,Sudeste,Esportes,Calçados,1,315.94,0.0,20.65,336.59,Cartão de Crédito,Confirmado,Standard,2024-10-02,2024-10-03
ORD003013,2024-06-23,PE,Nordeste,Moda,Vestidos,1,411.15,0.0,24.3,435.45,Cartão de Crédito,Confirmado,Standard,2024-06-29,2024-06-28
ORD003014,2024-05-28,SC,Sul,Esportes,Acessórios,2,866.4,0.05,67.88,890.96,PIX,Confirmado,Same-Day,2024-05-28,2024-06-10
ORD003015,2024-01-21,MA,Nordeste,Livros,Não-ficção,1,107.1,0.0,14.13,121.23,Cartão de Crédito,Confirmado,Standard,2024-02-02,2024-02-02
ORD003016,2024-04-16,DF,Centro-Oeste,Esportes,Roupas Esportivas,1,282.13,0.0,36.57,318.7,Cartão de Crédito,Confirmado,Standard,2024-04-26,2024-04-29
ORD003017,2024-03-19,DF,Centro-Oeste,Livros,Ficção,2,243.28,0.05,28.05,259.16,Cartão de Crédito,Confirmado,Standard,2024-03-30,2024-03-29
ORD003018,2024-01-08,MG,Sudeste,Casa e Decoração,Têxtil,1,622.43,0.1,26.81,587.0,Boleto,Confirmado,Standard,2024-01-15,2024-01-16
ORD003019,2024-02-14,PE,Nordeste,Eletrônicos,Fones de Ouvido,3,14687.26,0.0,37.9,14725.16,PIX,Confirmado,Scheduled,2024-02-17,2024-03-01
ORD003020,2024-06-09,MG,Sudeste,Casa e Decoração,Utensílios,1,1396.17,0.0,16.44,1412.61,Cartão de Débito,Confirmado,Standard,2024-06-15,2024-06-13
ORD003021,2024-02-04,PR,Sul,Esportes,Suplementos,2,1057.1,0.0,17.48,1074.58,Cartão de Crédito,Confirmado,Standard,2024-02-17,2024-02-16
ORD003022,2024-06-29,RJ,Sudeste,Eletrônicos,Notebooks,1,1787.91,0.0,64.9,1852.81,PIX,Confirmado,Same-Day,2024-06-29,2024-06-29
ORD003023,2024-08-23,PR,Sul,Livros,Técnicos,1,134.88,0.0,14.0,148.88,Boleto,Confirmado,Standard,2024-09-05,2024-09-04
ORD003024,2024-08-14,GO,Centro-Oeste,Moda,Camisetas,3,1341.09,0.0,32.94,1374.03,Cartão de Crédito,Confirmado,Standard,2024-08-25,2024-08-26
ORD003025,2024-10-18,PE,Nordeste,Eletrônicos,Tablets,1,2491.3,0.0,20.93,2512.23,Cartão de Débito,Confirmado,Standard,2024-10-29,2024-10-27
ORD003026,2024-05-26,BA,Nordeste,Livros,HQs,1,56.97,0.05,45.82,99.94,Cartão de Crédito,Confirmado,Scheduled,2024-05-29,2024-05-31
ORD003027,2024-03-07,PE,Nordeste,Casa e Decoração,Têxtil,2,1254.62,0.0,33.11,1287.73,Cartão de Crédito,Cancelado,Scheduled,2024-03-16,
ORD003028,2024-06-09,SC,Sul,Eletrônicos,Fones de Ouvido,1,1479.25,0.0,15.32,1494.57,PIX,Confirmado,Standard,2024-06-20,2024-06-19
ORD003029,2024-09-16,PE,Nordeste,Casa e Decoração,Móveis,1,1432.61,0.0,47.09,1479.7,Boleto,Confirmado,Standard,2024-09-25,2024-09-23
ORD003030,2024-01-30,ES,Sudeste,Moda,Acessórios,1,258.89,0.0,62.83,321.72,Cartão de Crédito,Confirmado,Same-Day,2024-01-30,2024-02-13
ORD003031,2024-01-05,MG,Sudeste,Eletrônicos,Tablets,1,2540.64,0.05,72.64,2486.25,Cartão de Crédito,Confirmado,Same-Day,2024-01-05,2024-01-07
ORD003032,2024-07-11,MG,Sudeste,Esportes,Acessórios,1,798.07,0.0,14.02,812.09,Cartão de Crédito,Confirmado,Standard,2024-07-17,2024-07-18
ORD003033,2024-02-07,RS,Sul,Livros,Infantis,1,84.52,0.0,17.86,102.38,Cartão de Débito,Confirmado,Scheduled,2024-02-12,2024-02-12
ORD003034,2024-02-17,SC,Sul,Livros,Infantis,1,38.0,0.05,30.69,66.79,Cartão de Crédito,Confirmado,Standard,2024-02-27,2024-03-01
ORD003035,2024-09-30,MA,Nordeste,Livros,Ficção,1,43.46,0.0,28.82,72.28,Cartão de Crédito,Confirmado,Standard,2024-10-13,2024-10-13
ORD003036,2024-02-13,MG,Sudeste,Eletrônicos,Fones de Ouvido,1,1272.09,0.05,10.78,1219.26,Cartão de Crédito,Confirmado,Standard,2024-02-27,2024-02-25
ORD003037,2024-08-09,RS,Sul,Livros,Técnicos,1,88.7,0.0,42.38,131.08,Cartão de Crédito,Cancelado,Scheduled,2024-08-12,
ORD003038,2024-02-03,SC,Sul,Casa e Decoração,Têxtil,1,1641.4,0.0,17.9,1659.3,Boleto,Cancelado,Scheduled,2024-02-06,
ORD003039,2024-09-05,RS,Sul,Livros,Ficção,1,22.22,0.0,11.96,34.18,Cartão de Crédito,Confirmado,Standard,2024-09-13,2024-09-11
ORD003040,2024-05-22,PE,Nordeste,Eletrônicos,Smartwatches,1,4941.16,0.0,42.27,4983.43,PIX,Confirmado,Scheduled,2024-05-28,2024-06-03
ORD003041,2024-03-20,PE,Nordeste,Moda,Calças,1,418.95,0.0,18.24,437.19,Cartão de Crédito,Confirmado,Standard,2024-03-29,2024-03-30
ORD003042,2024-06-12,DF,Centro-Oeste,Eletrônicos,Smartwatches,1,1904.33,0.0,40.19,1944.52,Cartão de Crédito,Confirmado,Standard,2024-06-19,2024-06-28
ORD003043,2024-07-13,SP,Sudeste,Casa e Decoração,Iluminação,1,1650.88,0.15,26.02,1429.27,Cartão de Débito,Cancelado,Standard,2024-07-21,
ORD003044,2024-08-30,RS,Sul,Eletrônicos,Notebooks,1,3407.72,0.1,48.61,3115.56,Cartão de Crédito,Confirmado,Scheduled,2024-09-05,2024-09-03
ORD003045,2024-01-12,PA,Norte,Livros,Técnicos,1,59.73,0.05,22.59,79.33,Cartão de Crédito,Confirmado,Scheduled,2024-01-21,2024-01-20
ORD003046,2024-05-09,GO,Centro-Oeste,Moda,Camisetas,1,380.48,0.05,11.4,372.85,Cartão de Crédito,Confirmado,Standard,2024-05-14,2024-05-14
ORD003047,2024-03-13,RJ,Sudeste,Casa e Decoração,Iluminação,1,184.35,0.15,56.39,213.09,Cartão de Débito,Confirmado,Same-Day,2024-03-13,2024-03-15
ORD003048,2024-02-11,PR,Sul,Livros,Infantis,2,272.68,0.05,74.88,333.93,PIX,Confirmado,Same-Day,2024-02-11,2024-02-11
ORD003049,2024-09-25,RS,Sul,Casa e Decoração,Utensílios,2,1636.15,0.0,17.11,1653.26,Cartão de Débito,Confirmado,Standard,2024-10-04,2024-10-09
ORD003050,2024-01-28,RJ,Sudeste,Livros,Técnicos,1,51.24,0.1,77.07,123.19,Cartão de Crédito,Confirmado,Same-Day,2024-01-28,2024-01-28
ORD003051,2024-06-01,MG,Sudeste,Moda,Vestidos,1,459.02,0.1,35.96,449.08,Boleto,Confirmado,Standard,2024-06-08,2024-06-13
ORD003052,2024-08-02,PE,Nordeste,Livros,HQs,1,53.17,0.0,14.66,67.83,Boleto,Confirmado,Standard,2024-08-09,2024-08-11
ORD003053,2024-03-23,ES,Sudeste,Livros,Técnicos,1,121.51,0.0,20.6,142.11,Boleto,Confirmado,Scheduled,2024-03-28,2024-03-28
ORD003054,2024-10-19,BA,Nordeste,Eletrônicos,Smartwatches,1,3547.23,0.05,14.67,3384.54,PIX,Confirmado,Standard,2024-10-27,2024-10-26
ORD003055,2024-04-11,RJ,Sudeste,Esportes,Calçados,1,92.69,0.0,45.07,137.76,Cartão de Débito,Confirmado,Same-Day,2024-04-11,2024-04-12
ORD003056,2024-03-15,SC,Sul,Casa e Decoração,Móveis,1,1420.23,0.0,25.35,1445.58,Cartão de Crédito,Confirmado,Scheduled,2024-03-22,2024-04-03
ORD003057,2024-03-18,MA,Nordeste,Livros,Não-ficção,1,127.36,0.0,71.77,199.13,Boleto,Confirmado,Same-Day,2024-03-18,2024-03-22
ORD003058,2024-09-12,AM,Norte,Casa e Decoração,Móveis,1,1019.39,0.05,45.01,1013.43,Cartão de Crédito,Confirmado,Standard,2024-09-18,2024-09-18
ORD003059,2024-07-27,PR,Sul,Esportes,Roupas Esportivas,2,756.77,0.15,37.66,680.92,Cartão de Crédito,Cancelado,Standard,2024-08-10,
ORD003060,2024-08-18,AM,Norte,Moda,Calçados,1,136.97,0.05,14.6,144.72,Cartão de Crédito,Confirmado,Standard,2024-08-28,2024-08-28
ORD003061,2024-10-23,RJ,Sudeste,Eletrônicos,Notebooks,1,4099.36,0.0,36.41,4135.77,Cartão de Crédito,Confirmado,Standard,2024-10-31,2024-10-30
ORD003062,2024-04-06,BA,Nordeste,Esportes,Equipamentos,1,211.87,0.0,30.03,241.9,Boleto,Cancelado,Standard,2024-04-19,
ORD003063,2024-07-12,RS,Sul,Casa e Decoração,Utensílios,1,1067.47,0.0,48.88,1116.35,Cartão de Crédito,Confirmado,Same-Day,2024-07-12,2024-07-23
ORD003064,2024-04-07,GO,Centro-Oeste,Esportes,Roupas Esportivas,1,253.68,0.0,30.39,284.07,Cartão de Crédito,Confirmado,Standard,2024-04-13,2024-04-14
ORD003065,2024-07-08,AM,Norte,Casa e Decoração,Móveis,3,4679.37,0.1,32.05,4243.48,Cartão de Crédito,Confirmado,Standard,2024-07-21,2024-07-19
ORD003066,2024-06-03,MA,Nordeste,Casa e Decoração,Têxtil,1,1423.07,0.0,38.13,1461.2,PIX,Confirmado,Standard,2024-06-14,2024-06-18
ORD003067,2024-03-04,ES,Sudeste,Livros,Infantis,1,48.06,0.0,34.34,82.4,Boleto,Confirmado,Scheduled,2024-03-12,2024-03-14
ORD003068,2024-07-30,BA,Nordeste,Casa e Decoração,Decoração,1,109.46,0.0,29.83,139.29,PIX,Confirmado,Standard,2024-08-09,2024-08-10
ORD003069,2024-10-04,BA,Nordeste,Esportes,Suplementos,1,240.9,0.05,23.09,251.94,Boleto,Confirmado,Standard,2024-10-10,2024-10-14
ORD003070,2024-02-28,MA,Nordeste,Moda,Calçados,1,162.7,0.0,49.27,211.97,PIX,Confirmado,Standard,2024-03-06,2024-03-07
ORD003071,2024-08-07,SC,Sul,Moda,Acessórios,1,80.14,0.15,21.53,89.65,Boleto,Cancelado,Standard,2024-08-16,
ORD003072,2024-10-31,MG,Sudeste,Esportes,Acessórios,2,1226.92,0.1,21.39,1125.62,Cartão de Crédito,Confirmado,Scheduled,2024-11-08,2024-11-11
ORD003073,2024-07-14,PR,Sul,Livros,Técnicos,2,59.22,0.15,16.74,67.08,Cartão de Crédito,Confirmado,Standard,2024-07-27,2024-07-30
ORD003074,2024-02-20,RJ,Sudeste,Eletrônicos,Smartphones,1,920.81,0.0,27.1,947.91,PIX,Confirmado,Standard,2024-03-05,2024-03-06
ORD003075,2024-01-09,DF,Centro-Oeste,Livros,Ficção,1,59.23,0.0,12.18,71.41,Cartão de Crédito,Confirmado,Standard,2024-01-22,2024-01-23
ORD003076,2024-09-11,ES,Sudeste,Esportes,Calçados,1,286.94,0.0,31.38,318.32,Cartão de Crédito,Confirmado,Standard,2024-09-16,2024-09-15
ORD003077,2024-02-21,GO,Centro-Oeste,Livros,HQs,1,144.68,0.0,35.61,180.29,Cartão de Crédito,Confirmado,Same-Day,2024-02-21,2024-02-23
ORD003078,2024-10-24,PA,Norte,Eletrônicos,Tablets,1,1507.63,0.0,33.78,1541.41,Cartão de Crédito,Confirmado,Standard,2024-10-29,2024-10-30
ORD003079,2024-08-03,RS,Sul,Moda,Calçados,1,78.44,0.0,46.6,125.04,PIX,Confirmado,Scheduled,2024-08-07,2024-08-14
ORD003080,2024-10-09,BA,Nordeste,Eletrônicos,Notebooks,1,1792.96,0.0,22.25,1815.21,Boleto,Confirmado,Standard,2024-10-22,2024-10-22
ORD003081,2024-08-28,RJ,Sudeste,Casa e Decoração,Iluminação,2,2794.5,0.05,37.49,2692.26,Cartão de Crédito,Confirmado,Standard,2024-09-09,2024-09-09
ORD003082,2024-07-30,MA,Nordeste,Livros,Ficção,1,74.35,0.0,49.19,123.54,Cartão de Crédito,Confirmado,Standard,2024-08-07,2024-08-06
ORD003083,2024-07-10,PA,Norte,Moda,Acessórios,1,160.29,0.05,77.22,229.5,Cartão de Crédito,Confirmado,Same-Day,2024-07-10,2024-07-10
ORD003084,2024-05-25,PR,Sul,Casa e Decoração,Decoração,1,544.88,0.0,29.88,574.76,Cartão de Crédito,Confirmado,Standard,2024-05-31,2024-06-01
ORD003085,2024-07-31,GO,Centro-Oeste,Moda,Camisetas,2,845.93,0.05,43.98,847.61,PIX,Confirmado,Standard,2024-08-12,2024-08-12
ORD003086,2024-07-31,SP,Sudeste,Eletrônicos,Smartphones,2,7225.69,0.0,15.72,7241.41,Cartão de Débito,Confirmado,Standard,2024-08-06,2024-08-07
ORD003087,2024-03-19,PA,Norte,Casa e Decoração,Têxtil,1,1221.01,0.0,34.25,1255.26,Cartão de Crédito,Confirmado,Standard,2024-04-02,2024-04-01
ORD003088,2024-06-11,SC,Sul,Moda,Acessórios,1,353.77,0.0,13.85,367.62,Cartão de Débito,Confirmado,Standard,2024-06-18,2024-06-16
ORD003089,2024-08-08,RS,Sul,Esportes,Acessórios,1,137.44,0.0,73.12,210.56,Boleto,Confirmado,Same-Day,2024-08-08,2024-08-09
ORD003090,2024-04-08,DF,Centro-Oeste,Livros,Ficção,1,48.93,0.0,11.14,60.07,PIX,Confirmado,Standard,2024-04-17,2024-04-15
ORD003091,2024-10-22,BA,Nordeste,Moda,Calçados,3,394.9,0.0,71.25,466.15,PIX,Cancelado,Same-Day,2024-10-22,
ORD003092,2024-03-29,BA,Nordeste,Casa e Decoração,Têxtil,1,761.97,0.0,30.11,792.08,PIX,Confirmado,Scheduled,2024-04-05,2024-04-05
ORD003093,2024-03-22,BA,Nordeste,Moda,Camisetas,2,873.47,0.0,40.25,913.72,Cartão de Crédito,Confirmado,Standard,2024-03-31,2024-04-01
ORD003094,2024-03-05,CE,Nordeste,Eletrônicos,Smartwatches,1,4958.41,0.05,31.23,4741.72,Cartão de Crédito,Confirmado,Standard,2024-03-18,2024-03-18
ORD003095,2024-07-19,AM,Norte,Casa e Decoração,Têxtil,1,1214.37,0.0,55.13,1269.5,Cartão de Crédito,Confirmado,Scheduled,2024-07-23,2024-07-24
ORD003096,2024-03-22,SC,Sul,Moda,Camisetas,2,558.58,0.0,43.4,601.98,Cartão de Crédito,Confirmado,Same-Day,2024-03-22,2024-03-22
ORD003097,2024-02-17,SP,Sudeste,Livros,Ficção,1,126.66,0.05,11.67,131.99,PIX,Confirmado,Standard,2024-02-23,2024-02-21
ORD003098,2024-10-30,MG,Sudeste,Eletrônicos,Smartwatches,2,2412.02,0.0,68.71,2480.73,Cartão de Crédito,Confirmado,Same-Day,2024-10-30,2024-10-30
